+--------+-------------+-------------+-------------+----------------+
|   Z    |      Up     |      U      |      F      |     Div F      |
| 0.0315 | 2.56169e-06 |  3.5422e-07 |  324.485879 |  10301.785689  |
| 0.0316 | 2.56169e-06 | 3.54219e-07 |  325.516065 |  10301.790319  |
| 0.0317 | 2.56169e-06 | 3.54218e-07 |  326.546250 |  10301.795290  |
| 0.0318 | 2.56169e-06 | 3.54217e-07 |  327.576437 |  10301.799924  |
| 0.0319 | 2.56169e-06 | 3.54216e-07 |  328.606624 |  10301.804899  |
| 0.032  | 2.56169e-06 | 3.54215e-07 |  329.636811 |  10301.809537  |
| 0.0321 | 2.56169e-06 | 3.54214e-07 |  330.666999 |  10301.814516  |
| 0.0322 | 2.56169e-06 | 3.54213e-07 |  331.697188 |  10301.819157  |
| 0.0323 | 2.56169e-06 | 3.54212e-07 |  332.727377 |  10301.823801  |
| 0.0324 | 2.56169e-06 | 3.54211e-07 |  333.757567 |  10301.828446  |
| 0.0325 | 2.56169e-06 |  3.5421e-07 |  334.787757 |  10301.833094  |
| 0.0326 | 2.56169e-06 | 3.54209e-07 |  335.817948 |  10301.838083  |
| 0.0327 | 2.56169e-06 | 3.54208e-07 |  336.848140 |  10301.842735  |
| 0.0328 | 2.56169e-06 | 3.54207e-07 |  337.878332 |  10301.847389  |
| 0.0329 | 2.56168e-06 | 3.54206e-07 |  338.908524 |  10301.852725  |
| 0.033  | 2.56168e-06 | 3.54205e-07 |  339.938718 |  10301.857383  |
| 0.0331 | 2.56168e-06 | 3.54204e-07 |  340.968911 |  10301.862043  |
| 0.0332 | 2.56168e-06 | 3.54202e-07 |  341.999106 |  10301.867046  |
| 0.0333 | 2.56168e-06 | 3.54201e-07 |  343.029301 |  10301.871370  |
| 0.0334 | 2.56168e-06 |  3.542e-07  |  344.059496 |  10301.876377  |
| 0.0335 | 2.56168e-06 | 3.54199e-07 |  345.089692 |  10301.881726  |
| 0.0336 | 2.56168e-06 | 3.54198e-07 |  346.119889 |  10301.886397  |
| 0.0337 | 2.56168e-06 | 3.54197e-07 |  347.150086 |  10301.890730  |
| 0.0338 | 2.56168e-06 | 3.54196e-07 |  348.180284 |  10301.896086  |
| 0.0339 | 2.56168e-06 | 3.54195e-07 |  349.210482 |  10301.900764  |
| 0.034  | 2.56168e-06 | 3.54194e-07 |  350.240681 |  10301.905444  |
| 0.0341 | 2.56168e-06 | 3.54193e-07 |  351.270881 |  10301.910467  |
| 0.0342 | 2.56168e-06 | 3.54192e-07 |  352.301081 |  10301.915151  |
| 0.0343 | 2.56168e-06 | 3.54191e-07 |  353.331282 |  10301.919838  |
| 0.0344 | 2.56168e-06 | 3.54189e-07 |  354.361483 |  10301.924868  |
| 0.0345 | 2.56168e-06 | 3.54188e-07 |  355.391685 |  10301.929899  |
| 0.0346 | 2.56168e-06 | 3.54187e-07 |  356.421888 |  10301.934593  |
| 0.0347 | 2.56168e-06 | 3.54186e-07 |  357.452091 |  10301.939289  |
| 0.0348 | 2.56168e-06 | 3.54185e-07 |  358.482294 |  10301.943988  |
| 0.0349 | 2.56168e-06 | 3.54184e-07 |  359.512499 |  10301.948689  |
| 0.035  | 2.56168e-06 | 3.54183e-07 |  360.542704 |  10301.953732  |
| 0.0351 | 2.56168e-06 | 3.54182e-07 |  361.572909 |  10301.958438  |
| 0.0352 | 2.56168e-06 | 3.54181e-07 |  362.603115 |  10301.963487  |
| 0.0353 | 2.56168e-06 | 3.54179e-07 |  363.633322 |  10301.967857  |
| 0.0354 | 2.56168e-06 | 3.54178e-07 |  364.663529 |  10301.972570  |
| 0.0355 | 2.56168e-06 | 3.54177e-07 |  365.693737 |  10301.977285  |
| 0.0356 | 2.56168e-06 | 3.54176e-07 |  366.723945 |  10301.982684  |
| 0.0357 | 2.56168e-06 | 3.54175e-07 |  367.754154 |  10301.987405  |
| 0.0358 | 2.56168e-06 | 3.54174e-07 |  368.784364 |  10301.991787  |
| 0.0359 | 2.56168e-06 | 3.54173e-07 |  369.814574 |  10301.996853  |
| 0.036  | 2.56168e-06 | 3.54171e-07 |  370.844785 |  10302.001581  |
| 0.0361 | 2.56168e-06 |  3.5417e-07 |  371.874997 |  10302.006652  |
| 0.0362 | 2.56168e-06 | 3.54169e-07 |  372.905209 |  10302.010704  |
| 0.0363 | 2.56168e-06 | 3.54168e-07 |  373.935421 |  10302.015780  |
| 0.0364 | 2.56168e-06 | 3.54167e-07 |  374.965634 |  10302.020859  |
| 0.0365 | 2.56168e-06 | 3.54166e-07 |  375.995848 |  10302.025260  |
| 0.0366 | 2.56168e-06 | 3.54164e-07 |  377.026063 |  10302.030344  |
| 0.0367 | 2.56168e-06 | 3.54163e-07 |  378.056278 |  10302.034749  |
| 0.0368 | 2.56168e-06 | 3.54162e-07 |  379.086494 |  10302.039839  |
| 0.0369 | 2.56168e-06 | 3.54161e-07 |  380.116710 |  10302.044250  |
| 0.037  | 2.56168e-06 |  3.5416e-07 |  381.146927 |  10302.049344  |
| 0.0371 | 2.56168e-06 | 3.54159e-07 |  382.177144 |  10302.054101  |
| 0.0372 | 2.56168e-06 | 3.54157e-07 |  383.207362 |  10302.058861  |
| 0.0373 | 2.56168e-06 | 3.54156e-07 |  384.237581 |  10302.063283  |
| 0.0374 | 2.56168e-06 | 3.54155e-07 |  385.267800 |  10302.068048  |
| 0.0375 | 2.56168e-06 | 3.54154e-07 |  386.298020 |  10302.072475  |
| 0.0376 | 2.56168e-06 | 3.54153e-07 |  387.328241 |  10302.077586  |
| 0.0377 | 2.56168e-06 | 3.54151e-07 |  388.358462 |  10302.082700  |
| 0.0378 | 2.56168e-06 |  3.5415e-07 |  389.388684 |  10302.087136  |
| 0.0379 | 2.56168e-06 | 3.54149e-07 |  390.418906 |  10302.091574  |
| 0.038  | 2.56168e-06 | 3.54148e-07 |  391.449129 |  10302.096696  |
| 0.0381 | 2.56168e-06 | 3.54146e-07 |  392.479352 |  10302.100800  |
| 0.0382 | 2.56168e-06 | 3.54145e-07 |  393.509577 |  10302.105588  |
| 0.0383 | 2.56168e-06 | 3.54144e-07 |  394.539801 |  10302.110378  |
| 0.0384 | 2.56167e-06 | 3.54143e-07 |  395.570027 |  10302.115171  |
| 0.0385 | 2.56167e-06 | 3.54142e-07 |  396.600253 |  10302.119287  |
| 0.0386 | 2.56167e-06 |  3.5414e-07 |  397.630480 |  10302.124426  |
| 0.0387 | 2.56167e-06 | 3.54139e-07 |  398.660707 |  10302.129228  |
| 0.0388 | 2.56167e-06 | 3.54138e-07 |  399.690935 |  10302.134033  |
| 0.0389 | 2.56167e-06 | 3.54137e-07 |  400.721163 |  10302.138501  |
| 0.039  | 2.56167e-06 | 3.54135e-07 |  401.751392 |  10302.143311  |
| 0.0391 | 2.56167e-06 | 3.54134e-07 |  402.781622 |  10302.147104  |
| 0.0392 | 2.56167e-06 | 3.54133e-07 |  403.811852 |  10302.152262  |
| 0.0393 | 2.56167e-06 | 3.54132e-07 |  404.842083 |  10302.156401  |
| 0.0394 | 2.56167e-06 |  3.5413e-07 |  405.872315 |  10302.161224  |
| 0.0395 | 2.56167e-06 | 3.54129e-07 |  406.902547 |  10302.165709  |
| 0.0396 | 2.56167e-06 | 3.54128e-07 |  407.932780 |  10302.170879  |
| 0.0397 | 2.56167e-06 | 3.54127e-07 |  408.963013 |  10302.174690  |
| 0.0398 | 2.56167e-06 | 3.54125e-07 |  409.993248 |  10302.179185  |
| 0.0399 | 2.56167e-06 | 3.54124e-07 |  411.023482 |  10302.184023  |
|  0.04  | 2.56167e-06 | 3.54123e-07 |  412.053717 |  10302.188524  |
| 0.0401 | 2.56167e-06 | 3.54121e-07 |  413.083953 |  10302.193369  |
| 0.0402 | 2.56167e-06 |  3.5412e-07 |  414.114190 |  10302.197536  |
| 0.0403 | 2.56167e-06 | 3.54119e-07 |  415.144427 |  10302.201707  |
| 0.0404 | 2.56167e-06 | 3.54118e-07 |  416.174665 |  10302.206561  |
| 0.0405 | 2.56167e-06 | 3.54116e-07 |  417.204903 |  10302.211078  |
| 0.0406 | 2.56167e-06 | 3.54115e-07 |  418.235142 |  10302.215598  |
| 0.0407 | 2.56167e-06 | 3.54114e-07 |  419.265382 |  10302.220122  |
| 0.0408 | 2.56167e-06 | 3.54112e-07 |  420.295622 |  10302.224308  |
| 0.0409 | 2.56167e-06 | 3.54111e-07 |  421.325863 |  10302.229179  |
| 0.041  | 2.56167e-06 |  3.5411e-07 |  422.356105 |  10302.232691  |
| 0.0411 | 2.56167e-06 | 3.54108e-07 |  423.386347 |  10302.237908  |
| 0.0412 | 2.56167e-06 | 3.54107e-07 |  424.416590 |  10302.242108  |
| 0.0413 | 2.56167e-06 | 3.54106e-07 |  425.446833 |  10302.245971  |
| 0.0414 | 2.56167e-06 | 3.54104e-07 |  426.477077 |  10302.250858  |
| 0.0415 | 2.56167e-06 | 3.54103e-07 |  427.507322 |  10302.255748  |
| 0.0416 | 2.56167e-06 | 3.54102e-07 |  428.537567 |  10302.259281  |
| 0.0417 | 2.56167e-06 |  3.541e-07  |  429.567813 |  10302.263838  |
| 0.0418 | 2.56167e-06 | 3.54099e-07 |  430.598059 |  10302.268398  |
| 0.0419 | 2.56167e-06 | 3.54098e-07 |  431.628306 |  10302.272621  |
| 0.042  | 2.56167e-06 | 3.54096e-07 |  432.658554 |  10302.276848  |
| 0.0421 | 2.56167e-06 | 3.54095e-07 |  433.688802 |  10302.280738  |
| 0.0422 | 2.56167e-06 | 3.54094e-07 |  434.719051 |  10302.285312  |
| 0.0423 | 2.56166e-06 | 3.54092e-07 |  435.749301 |  10302.289890  |
| 0.0424 | 2.56166e-06 | 3.54091e-07 |  436.779551 |  10302.294131  |
| 0.0425 | 2.56166e-06 |  3.5409e-07 |  437.809802 |  10302.298375  |
| 0.0426 | 2.56166e-06 | 3.54088e-07 |  438.840054 |  10302.302283  |
| 0.0427 | 2.56166e-06 | 3.54087e-07 |  439.870306 |  10302.306535  |
| 0.0428 | 2.56166e-06 | 3.54086e-07 |  440.900558 |  10302.310790  |
| 0.0429 | 2.56166e-06 | 3.54084e-07 |  441.930812 |  10302.315048  |
| 0.043  | 2.56166e-06 | 3.54083e-07 |  442.961066 |  10302.318971  |
| 0.0431 | 2.56166e-06 | 3.54081e-07 |  443.991320 |  10302.323577  |
| 0.0432 | 2.56166e-06 |  3.5408e-07 |  445.021576 |  10302.327506  |
| 0.0433 | 2.56166e-06 | 3.54079e-07 |  446.051831 |  10302.331780  |
| 0.0434 | 2.56166e-06 | 3.54077e-07 |  447.082088 |  10302.335716  |
| 0.0435 | 2.56166e-06 | 3.54076e-07 |  448.112345 |  10302.339657  |
| 0.0436 | 2.56166e-06 | 3.54074e-07 |  449.142603 |  10302.343601  |
| 0.0437 | 2.56166e-06 | 3.54073e-07 |  450.172861 |  10302.347208  |
| 0.0438 | 2.56166e-06 | 3.54072e-07 |  451.203120 |  10302.351841  |
| 0.0439 | 2.56166e-06 |  3.5407e-07 |  452.233380 |  10302.356136  |
| 0.044  | 2.56166e-06 | 3.54069e-07 |  453.263640 |  10302.359755  |
| 0.0441 | 2.56166e-06 | 3.54067e-07 |  454.293901 |  10302.364059  |
| 0.0442 | 2.56166e-06 | 3.54066e-07 |  455.324162 |  10302.367685  |
| 0.0443 | 2.56166e-06 | 3.54065e-07 |  456.354424 |  10302.371996  |
| 0.0444 | 2.56166e-06 | 3.54063e-07 |  457.384687 |  10302.375630  |
| 0.0445 | 2.56166e-06 | 3.54062e-07 |  458.414950 |  10302.379949  |
| 0.0446 | 2.56166e-06 |  3.5406e-07 |  459.445214 |  10302.383932  |
| 0.0447 | 2.56166e-06 | 3.54059e-07 |  460.475479 |  10302.387578  |
| 0.0448 | 2.56166e-06 | 3.54057e-07 |  461.505744 |  10302.391568  |
| 0.0449 | 2.56166e-06 | 3.54056e-07 |  462.536010 |  10302.394881  |
| 0.045  | 2.56166e-06 | 3.54055e-07 |  463.566276 |  10302.398879  |
| 0.0451 | 2.56166e-06 | 3.54053e-07 |  464.596544 |  10302.402541  |
| 0.0452 | 2.56166e-06 | 3.54052e-07 |  465.626811 |  10302.406207  |
| 0.0453 | 2.56165e-06 |  3.5405e-07 |  466.657079 |  10302.410557  |
| 0.0454 | 2.56165e-06 | 3.54049e-07 |  467.687348 |  10302.414231  |
| 0.0455 | 2.56165e-06 | 3.54047e-07 |  468.717618 |  10302.417569  |
| 0.0456 | 2.56165e-06 | 3.54046e-07 |  469.747888 |  10302.421932  |
| 0.0457 | 2.56165e-06 | 3.54044e-07 |  470.778159 |  10302.425277  |
| 0.0458 | 2.56165e-06 | 3.54043e-07 |  471.808430 |  10302.428968  |
| 0.0459 | 2.56165e-06 | 3.54041e-07 |  472.838702 |  10302.432662  |
| 0.046  | 2.56165e-06 |  3.5404e-07 |  473.868975 |  10302.436020  |
| 0.0461 | 2.56165e-06 | 3.54039e-07 |  474.899248 |  10302.440403  |
| 0.0462 | 2.56165e-06 | 3.54037e-07 |  475.929522 |  10302.443089  |
| 0.0463 | 2.56165e-06 | 3.54036e-07 |  476.959797 |  10302.447141  |
| 0.0464 | 2.56165e-06 | 3.54034e-07 |  477.990072 |  10302.450516  |
| 0.0465 | 2.56165e-06 | 3.54033e-07 |  479.020347 |  10302.453895  |
| 0.0466 | 2.56165e-06 | 3.54031e-07 |  480.050624 |  10302.457618  |
| 0.0467 | 2.56165e-06 |  3.5403e-07 |  481.080901 |  10302.461006  |
| 0.0468 | 2.56165e-06 | 3.54028e-07 |  482.111178 |  10302.464398  |
| 0.0469 | 2.56165e-06 | 3.54027e-07 |  483.141457 |  10302.468475  |
| 0.047  | 2.56165e-06 | 3.54025e-07 |  484.171735 |  10302.471195  |
| 0.0471 | 2.56165e-06 | 3.54024e-07 |  485.202015 |  10302.474941  |
| 0.0472 | 2.56165e-06 | 3.54022e-07 |  486.232295 |  10302.478010  |
| 0.0473 | 2.56165e-06 | 3.54021e-07 |  487.262575 |  10302.481423  |
| 0.0474 | 2.56165e-06 | 3.54019e-07 |  488.292857 |  10302.484842  |
| 0.0475 | 2.56165e-06 | 3.54018e-07 |  489.323138 |  10302.487924  |
| 0.0476 | 2.56165e-06 | 3.54016e-07 |  490.353421 |  10302.491351  |
| 0.0477 | 2.56165e-06 | 3.54014e-07 |  491.383704 |  10302.494442  |
| 0.0478 | 2.56164e-06 | 3.54013e-07 |  492.413988 |  10302.497878  |
| 0.0479 | 2.56164e-06 | 3.54011e-07 |  493.444272 |  10302.501319  |
| 0.048  | 2.56164e-06 |  3.5401e-07 |  494.474557 |  10302.504083  |
| 0.0481 | 2.56164e-06 | 3.54008e-07 |  495.504842 |  10302.507873  |
| 0.0482 | 2.56164e-06 | 3.54007e-07 |  496.535128 |  10302.510646  |
| 0.0483 | 2.56164e-06 | 3.54005e-07 |  497.565415 |  10302.513765  |
| 0.0484 | 2.56164e-06 | 3.54004e-07 |  498.595703 |  10302.516888  |
| 0.0485 | 2.56164e-06 | 3.54002e-07 |  499.625991 |  10302.520015  |
| 0.0486 | 2.56164e-06 | 3.54001e-07 |  500.656279 |  10302.523147  |
| 0.0487 | 2.56164e-06 | 3.53999e-07 |  501.686568 |  10302.525604  |
| 0.0488 | 2.56164e-06 | 3.53997e-07 |  502.716858 |  10302.528745  |
| 0.0489 | 2.56164e-06 | 3.53996e-07 |  503.747148 |  10302.531891  |
| 0.049  | 2.56164e-06 | 3.53994e-07 |  504.777439 |  10302.534702  |
| 0.0491 | 2.56164e-06 | 3.53993e-07 |  505.807731 |  10302.537858  |
| 0.0492 | 2.56164e-06 | 3.53991e-07 |  506.838023 |  10302.541018  |
| 0.0493 | 2.56164e-06 |  3.5399e-07 |  507.868316 |  10302.543162  |
| 0.0494 | 2.56164e-06 | 3.53988e-07 |  508.898609 |  10302.545992  |
| 0.0495 | 2.56164e-06 | 3.53986e-07 |  509.928903 |  10302.549167  |
| 0.0496 | 2.56164e-06 | 3.53985e-07 |  510.959198 |  10302.551325  |
| 0.0497 | 2.56164e-06 | 3.53983e-07 |  511.989493 |  10302.554510  |
| 0.0498 | 2.56164e-06 | 3.53982e-07 |  513.019788 |  10302.557699  |
| 0.0499 | 2.56164e-06 |  3.5398e-07 |  514.050085 |  10302.559872  |
|  0.05  | 2.56163e-06 | 3.53978e-07 |  515.080382 |  10302.562731  |
| 0.0501 | 2.56163e-06 | 3.53977e-07 |  516.110679 |  10302.565595  |
| 0.0502 | 2.56163e-06 | 3.53975e-07 |  517.140977 |  10302.567442  |
| 0.0503 | 2.56163e-06 | 3.53974e-07 |  518.171276 |  10302.570316  |
| 0.0504 | 2.56163e-06 | 3.53972e-07 |  519.201575 |  10302.573195  |
| 0.0505 | 2.56163e-06 |  3.5397e-07 |  520.231875 |  10302.575398  |
| 0.0506 | 2.56163e-06 | 3.53969e-07 |  521.262176 |  10302.577606  |
| 0.0507 | 2.56163e-06 | 3.53967e-07 |  522.292477 |  10302.580499  |
| 0.0508 | 2.56163e-06 | 3.53966e-07 |  523.322778 |  10302.582717  |
| 0.0509 | 2.56163e-06 | 3.53964e-07 |  524.353081 |  10302.584941  |
| 0.051  | 2.56163e-06 | 3.53962e-07 |  525.383383 |  10302.587509  |
| 0.0511 | 2.56163e-06 | 3.53961e-07 |  526.413687 |  10302.590083  |
| 0.0512 | 2.56163e-06 | 3.53959e-07 |  527.443991 |  10302.592321  |
| 0.0513 | 2.56163e-06 | 3.53957e-07 |  528.474295 |  10302.594565  |
| 0.0514 | 2.56163e-06 | 3.53956e-07 |  529.504600 |  10302.596814  |
| 0.0515 | 2.56163e-06 | 3.53954e-07 |  530.534906 |  10302.599409  |
| 0.0516 | 2.56163e-06 | 3.53952e-07 |  531.565213 |  10302.601328  |
| 0.0517 | 2.56163e-06 | 3.53951e-07 |  532.595519 |  10302.603252  |
| 0.0518 | 2.56163e-06 | 3.53949e-07 |  533.625827 |  10302.605862  |
| 0.0519 | 2.56162e-06 | 3.53947e-07 |  534.656135 |  10302.607456  |
| 0.052  | 2.56162e-06 | 3.53946e-07 |  535.686443 |  10302.609397  |
| 0.0521 | 2.56162e-06 | 3.53944e-07 |  536.716753 |  10302.611342  |
| 0.0522 | 2.56162e-06 | 3.53942e-07 |  537.747062 |  10302.613633  |
| 0.0523 | 2.56162e-06 | 3.53941e-07 |  538.777373 |  10302.615249  |
| 0.0524 | 2.56162e-06 | 3.53939e-07 |  539.807684 |  10302.617551  |
| 0.0525 | 2.56162e-06 | 3.53937e-07 |  540.837995 |  10302.619518  |
| 0.0526 | 2.56162e-06 | 3.53936e-07 |  541.868307 |  10302.621150  |
| 0.0527 | 2.56162e-06 | 3.53934e-07 |  542.898620 |  10302.622787  |
| 0.0528 | 2.56162e-06 | 3.53932e-07 |  543.928933 |  10302.624771  |
| 0.0529 | 2.56162e-06 | 3.53931e-07 |  544.959246 |  10302.626419  |
| 0.053  | 2.56162e-06 | 3.53929e-07 |  545.989561 |  10302.628414  |
| 0.0531 | 2.56162e-06 | 3.53927e-07 |  547.019876 |  10302.629392  |
| 0.0532 | 2.56162e-06 | 3.53926e-07 |  548.050191 |  10302.631398  |
| 0.0533 | 2.56162e-06 | 3.53924e-07 |  549.080507 |  10302.633409  |
| 0.0534 | 2.56162e-06 | 3.53922e-07 |  550.110823 |  10302.634745  |
| 0.0535 | 2.56162e-06 |  3.5392e-07 |  551.141140 |  10302.636086  |
| 0.0536 | 2.56161e-06 | 3.53919e-07 |  552.171458 |  10302.637774  |
| 0.0537 | 2.56161e-06 | 3.53917e-07 |  553.201776 |  10302.639127  |
| 0.0538 | 2.56161e-06 | 3.53915e-07 |  554.232095 |  10302.640485  |
| 0.0539 | 2.56161e-06 | 3.53914e-07 |  555.262414 |  10302.641850  |
| 0.054  | 2.56161e-06 | 3.53912e-07 |  556.292734 |  10302.643220  |
| 0.0541 | 2.56161e-06 |  3.5391e-07 |  557.323054 |  10302.644595  |
| 0.0542 | 2.56161e-06 | 3.53908e-07 |  558.353375 |  10302.645977  |
| 0.0543 | 2.56161e-06 | 3.53907e-07 |  559.383697 |  10302.647024  |
| 0.0544 | 2.56161e-06 | 3.53905e-07 |  560.414019 |  10302.648077  |
| 0.0545 | 2.56161e-06 | 3.53903e-07 |  561.444341 |  10302.649816  |
| 0.0546 | 2.56161e-06 | 3.53901e-07 |  562.474664 |  10302.651221  |
| 0.0547 | 2.56161e-06 |  3.539e-07  |  563.504988 |  10302.651610  |
| 0.0548 | 2.56161e-06 | 3.53898e-07 |  564.535312 |  10302.653027  |
| 0.0549 | 2.56161e-06 | 3.53896e-07 |  565.565637 |  10302.653769  |
| 0.055  | 2.56161e-06 | 3.53894e-07 |  566.595962 |  10302.654857  |
| 0.0551 | 2.56161e-06 | 3.53893e-07 |  567.626288 |  10302.655610  |
| 0.0552 |  2.5616e-06 | 3.53891e-07 |  568.656614 |  10302.656710  |
| 0.0553 |  2.5616e-06 | 3.53889e-07 |  569.686941 |  10302.657816  |
| 0.0554 |  2.5616e-06 | 3.53887e-07 |  570.717268 |  10302.658588  |
| 0.0555 |  2.5616e-06 | 3.53885e-07 |  571.747596 |  10302.659026  |
| 0.0556 |  2.5616e-06 | 3.53884e-07 |  572.777924 |  10302.659469  |
| 0.0557 |  2.5616e-06 | 3.53882e-07 |  573.808253 |  10302.659919  |
| 0.0558 |  2.5616e-06 |  3.5388e-07 |  574.838583 |  10302.661395  |
| 0.0559 |  2.5616e-06 | 3.53878e-07 |  575.868913 |  10302.661857  |
| 0.056  |  2.5616e-06 | 3.53877e-07 |  576.899243 |  10302.662666  |
| 0.0561 |  2.5616e-06 | 3.53875e-07 |  577.929574 |  10302.662800  |
| 0.0562 |  2.5616e-06 | 3.53873e-07 |  578.959906 |  10302.663280  |
| 0.0563 |  2.5616e-06 | 3.53871e-07 |  579.990238 |  10302.664107  |
| 0.0564 |  2.5616e-06 | 3.53869e-07 |  581.020570 |  10302.664600  |
| 0.0565 |  2.5616e-06 | 3.53868e-07 |  582.050903 |  10302.664759  |
| 0.0566 | 2.56159e-06 | 3.53866e-07 |  583.081237 |  10302.664924  |
| 0.0567 | 2.56159e-06 | 3.53864e-07 |  584.111571 |  10302.665095  |
| 0.0568 | 2.56159e-06 | 3.53862e-07 |  585.141905 |  10302.665273  |
| 0.0569 | 2.56159e-06 |  3.5386e-07 |  586.172241 |  10302.665797  |
| 0.057  | 2.56159e-06 | 3.53858e-07 |  587.202576 |  10302.665648  |
| 0.0571 | 2.56159e-06 | 3.53857e-07 |  588.232912 |  10302.666185  |
| 0.0572 | 2.56159e-06 | 3.53855e-07 |  589.263249 |  10302.666048  |
| 0.0573 | 2.56159e-06 | 3.53853e-07 |  590.293586 |  10302.666258  |
| 0.0574 | 2.56159e-06 | 3.53851e-07 |  591.323923 |  10302.665793  |
| 0.0575 | 2.56159e-06 | 3.53849e-07 |  592.354261 |  10302.665676  |
| 0.0576 | 2.56159e-06 | 3.53847e-07 |  593.384600 |  10302.665224  |
| 0.0577 | 2.56159e-06 | 3.53846e-07 |  594.414939 |  10302.665460  |
| 0.0578 | 2.56159e-06 | 3.53844e-07 |  595.445278 |  10302.665703  |
| 0.0579 | 2.56159e-06 | 3.53842e-07 |  596.475618 |  10302.665271  |
| 0.058  | 2.56158e-06 |  3.5384e-07 |  597.505959 |  10302.665186  |
| 0.0581 | 2.56158e-06 | 3.53838e-07 |  598.536300 |  10302.664087  |
| 0.0582 | 2.56158e-06 | 3.53836e-07 |  599.566641 |  10302.664015  |
| 0.0583 | 2.56158e-06 | 3.53834e-07 |  600.596983 |  10302.663270  |
| 0.0584 | 2.56158e-06 | 3.53833e-07 |  601.627325 |  10302.662872  |
| 0.0585 | 2.56158e-06 | 3.53831e-07 |  602.657668 |  10302.662480  |
| 0.0586 | 2.56158e-06 | 3.53829e-07 |  603.688012 |  10302.662095  |
| 0.0587 | 2.56158e-06 | 3.53827e-07 |  604.718355 |  10302.661036  |
| 0.0588 | 2.56158e-06 | 3.53825e-07 |  605.748700 |  10302.660324  |
| 0.0589 | 2.56158e-06 | 3.53823e-07 |  606.779044 |  10302.659960  |
| 0.059  | 2.56158e-06 | 3.53821e-07 |  607.809389 |  10302.658921  |
| 0.0591 | 2.56158e-06 | 3.53819e-07 |  608.839735 |  10302.657890  |
| 0.0592 | 2.56157e-06 | 3.53817e-07 |  609.870081 |  10302.657546  |
| 0.0593 | 2.56157e-06 | 3.53816e-07 |  610.900428 |  10302.656528  |
| 0.0594 | 2.56157e-06 | 3.53814e-07 |  611.930775 |  10302.655177  |
| 0.0595 | 2.56157e-06 | 3.53812e-07 |  612.961122 |  10302.654854  |
| 0.0596 | 2.56157e-06 |  3.5381e-07 |  613.991470 |  10302.653176  |
| 0.0597 | 2.56157e-06 | 3.53808e-07 |  615.021818 |  10302.652186  |
| 0.0598 | 2.56157e-06 | 3.53806e-07 |  616.052167 |  10302.650863  |
| 0.0599 | 2.56157e-06 | 3.53804e-07 |  617.082516 |  10302.649887  |
|  0.06  | 2.56157e-06 | 3.53802e-07 |  618.112866 |  10302.648238  |
| 0.0601 | 2.56157e-06 |  3.538e-07  |  619.143216 |  10302.646936  |
| 0.0602 | 2.56157e-06 | 3.53798e-07 |  620.173566 |  10302.645981  |
| 0.0603 | 2.56157e-06 | 3.53796e-07 |  621.203917 |  10302.644353  |
| 0.0604 | 2.56156e-06 | 3.53794e-07 |  622.234269 |  10302.643073  |
| 0.0605 | 2.56156e-06 | 3.53793e-07 |  623.264621 |  10302.641459  |
| 0.0606 | 2.56156e-06 | 3.53791e-07 |  624.294973 |  10302.639853  |
| 0.0607 | 2.56156e-06 | 3.53789e-07 |  625.325326 |  10302.638254  |
| 0.0608 | 2.56156e-06 | 3.53787e-07 |  626.355679 |  10302.636662  |
| 0.0609 | 2.56156e-06 | 3.53785e-07 |  627.386032 |  10302.634737  |
| 0.061  | 2.56156e-06 | 3.53783e-07 |  628.416386 |  10302.633159  |
| 0.0611 | 2.56156e-06 | 3.53781e-07 |  629.446740 |  10302.630909  |
| 0.0612 | 2.56156e-06 | 3.53779e-07 |  630.477095 |  10302.628665  |
| 0.0613 | 2.56156e-06 | 3.53777e-07 |  631.507450 |  10302.627110  |
| 0.0614 | 2.56156e-06 | 3.53775e-07 |  632.537806 |  10302.624881  |
| 0.0615 | 2.56155e-06 | 3.53773e-07 |  633.568162 |  10302.623001  |
| 0.0616 | 2.56155e-06 | 3.53771e-07 |  634.598518 |  10302.621127  |
| 0.0617 | 2.56155e-06 | 3.53769e-07 |  635.628875 |  10302.618581  |
| 0.0618 | 2.56155e-06 | 3.53767e-07 |  636.659232 |  10302.616382  |
| 0.0619 | 2.56155e-06 | 3.53765e-07 |  637.689590 |  10302.614191  |
| 0.062  | 2.56155e-06 | 3.53763e-07 |  638.719948 |  10302.612007  |
| 0.0621 | 2.56155e-06 | 3.53761e-07 |  639.750306 |  10302.609831  |
| 0.0622 | 2.56155e-06 | 3.53759e-07 |  640.780665 |  10302.607323  |
| 0.0623 | 2.56155e-06 | 3.53757e-07 |  641.811024 |  10302.604141  |
| 0.0624 | 2.56155e-06 | 3.53755e-07 |  642.841383 |  10302.601988  |
| 0.0625 | 2.56155e-06 | 3.53753e-07 |  643.871743 |  10302.599502  |
| 0.0626 | 2.56154e-06 | 3.53751e-07 |  644.902103 |  10302.596684  |
| 0.0627 | 2.56154e-06 | 3.53749e-07 |  645.932464 |  10302.593873  |
| 0.0628 | 2.56154e-06 | 3.53747e-07 |  646.962825 |  10302.591070  |
| 0.0629 | 2.56154e-06 | 3.53745e-07 |  647.993186 |  10302.588275  |
| 0.063  | 2.56154e-06 | 3.53743e-07 |  649.023548 |  10302.585147  |
| 0.0631 | 2.56154e-06 | 3.53741e-07 |  650.053910 |  10302.582027  |
