+--------+-------------+-------------+-------------+----------------+
|   Z    |      Up     |      U      |      F      |     Div F      |
| 0.5795 | 1.58665e-06 | 3.06821e-07 | 4847.593929 |  -5115.902791  |
| 0.5796 | 1.58608e-06 | 3.06808e-07 | 4847.745360 |  -5124.525029  |
| 0.5797 |  1.5855e-06 | 3.06796e-07 | 4847.896338 |  -5133.149120  |
| 0.5798 | 1.58492e-06 | 3.06783e-07 | 4848.046864 |  -5141.775067  |
| 0.5799 | 1.58435e-06 | 3.06771e-07 | 4848.196937 |  -5150.403285  |
|  0.58  | 1.58377e-06 | 3.06759e-07 | 4848.346557 |  -5159.032952  |
| 0.5801 | 1.58319e-06 | 3.06746e-07 | 4848.495725 |  -5167.664895  |
| 0.5802 | 1.58262e-06 | 3.06734e-07 | 4848.644440 |  -5176.297880  |
| 0.5803 | 1.58204e-06 | 3.06721e-07 | 4848.792702 |  -5184.933968  |
| 0.5804 | 1.58146e-06 | 3.06709e-07 | 4848.940511 |  -5193.570692  |
| 0.5805 | 1.58089e-06 | 3.06696e-07 | 4849.087867 |  -5202.210113  |
| 0.5806 | 1.58031e-06 | 3.06684e-07 | 4849.234770 |  -5210.852232  |
| 0.5807 | 1.57973e-06 | 3.06671e-07 | 4849.381221 |  -5219.494995  |
| 0.5808 | 1.57915e-06 | 3.06659e-07 | 4849.527218 |  -5228.140050  |
| 0.5809 | 1.57857e-06 | 3.06646e-07 | 4849.672762 |  -5236.786576  |
| 0.581  |  1.578e-06  | 3.06634e-07 | 4849.817854 |  -5245.435399  |
| 0.5811 | 1.57742e-06 | 3.06621e-07 | 4849.962492 |  -5254.086110  |
| 0.5812 | 1.57684e-06 | 3.06609e-07 | 4850.106677 |  -5262.738712  |
| 0.5813 | 1.57626e-06 | 3.06596e-07 | 4850.250409 |  -5271.393206  |
| 0.5814 | 1.57568e-06 | 3.06584e-07 | 4850.393688 |  -5280.050007  |
| 0.5815 |  1.5751e-06 | 3.06571e-07 | 4850.536514 |  -5288.707882  |
| 0.5816 | 1.57452e-06 | 3.06559e-07 | 4850.678886 |  -5297.368481  |
| 0.5817 | 1.57394e-06 | 3.06547e-07 | 4850.820805 |  -5306.030570  |
| 0.5818 | 1.57336e-06 | 3.06534e-07 | 4850.962271 |  -5314.694152  |
| 0.5819 | 1.57278e-06 | 3.06522e-07 | 4851.103284 |  -5323.360466  |
| 0.582  |  1.5722e-06 | 3.06509e-07 | 4851.243843 |  -5332.027453  |
| 0.5821 | 1.57162e-06 | 3.06497e-07 | 4851.383949 |  -5340.697589  |
| 0.5822 | 1.57104e-06 | 3.06484e-07 | 4851.523601 |  -5349.368402  |
| 0.5823 | 1.57046e-06 | 3.06472e-07 | 4851.662800 |  -5358.041958  |
| 0.5824 | 1.56988e-06 | 3.06459e-07 | 4851.801546 |  -5366.717433  |
| 0.5825 |  1.5693e-06 | 3.06447e-07 | 4851.939838 |  -5375.394831  |
| 0.5826 | 1.56872e-06 | 3.06435e-07 | 4852.077676 |  -5384.073327  |
| 0.5827 | 1.56814e-06 | 3.06422e-07 | 4852.215061 |  -5392.754164  |
| 0.5828 | 1.56756e-06 |  3.0641e-07 | 4852.351992 |  -5401.436929  |
| 0.5829 | 1.56698e-06 | 3.06397e-07 | 4852.488470 |  -5410.121214  |
| 0.583  |  1.5664e-06 | 3.06385e-07 | 4852.624494 |  -5418.807846  |
| 0.5831 | 1.56582e-06 | 3.06372e-07 | 4852.760065 |  -5427.496414  |
| 0.5832 | 1.56523e-06 |  3.0636e-07 | 4852.895181 |  -5436.186509  |
| 0.5833 | 1.56465e-06 | 3.06347e-07 | 4853.029844 |  -5444.878133  |
| 0.5834 | 1.56407e-06 | 3.06335e-07 | 4853.164053 |  -5453.571701  |
| 0.5835 | 1.56349e-06 | 3.06323e-07 | 4853.297809 |  -5462.267215  |
| 0.5836 |  1.5629e-06 |  3.0631e-07 | 4853.431111 |  -5470.964678  |
| 0.5837 | 1.56232e-06 | 3.06298e-07 | 4853.563958 |  -5479.664506  |
| 0.5838 | 1.56174e-06 | 3.06285e-07 | 4853.696352 |  -5488.365875  |
| 0.5839 | 1.56116e-06 | 3.06273e-07 | 4853.828293 |  -5497.068788  |
| 0.584  | 1.56057e-06 |  3.0626e-07 | 4853.959779 |  -5505.773245  |
| 0.5841 | 1.55999e-06 | 3.06248e-07 | 4854.090811 |  -5514.480905  |
| 0.5842 | 1.55941e-06 | 3.06236e-07 | 4854.221389 |  -5523.188874  |
| 0.5843 | 1.55882e-06 | 3.06223e-07 | 4854.351513 |  -5531.899637  |
| 0.5844 | 1.55824e-06 | 3.06211e-07 | 4854.481184 |  -5540.611955  |
| 0.5845 | 1.55765e-06 | 3.06198e-07 | 4854.610400 |  -5549.325830  |
| 0.5846 | 1.55707e-06 | 3.06186e-07 | 4854.739162 |  -5558.041680  |
| 0.5847 | 1.55649e-06 | 3.06174e-07 | 4854.867470 |  -5566.759505  |
| 0.5848 |  1.5559e-06 | 3.06161e-07 | 4854.995324 |  -5575.478896  |
| 0.5849 | 1.55532e-06 | 3.06149e-07 | 4855.122724 |  -5584.200267  |
| 0.585  | 1.55473e-06 | 3.06136e-07 | 4855.249670 |  -5592.923623  |
| 0.5851 | 1.55415e-06 | 3.06124e-07 | 4855.376161 |  -5601.648550  |
| 0.5852 | 1.55356e-06 | 3.06112e-07 | 4855.502198 |  -5610.375881  |
| 0.5853 | 1.55298e-06 | 3.06099e-07 | 4855.627781 |  -5619.104788  |
| 0.5854 | 1.55239e-06 | 3.06087e-07 | 4855.752910 |  -5627.836104  |
| 0.5855 | 1.55181e-06 | 3.06074e-07 | 4855.877584 |  -5636.567758  |
| 0.5856 | 1.55122e-06 | 3.06062e-07 | 4856.001805 |  -5645.301825  |
| 0.5857 | 1.55063e-06 | 3.06049e-07 | 4856.125570 |  -5654.038308  |
| 0.5858 | 1.55005e-06 | 3.06037e-07 | 4856.248882 |  -5662.775551  |
| 0.5859 | 1.54946e-06 | 3.06025e-07 | 4856.371739 |  -5671.515214  |
| 0.586  | 1.54888e-06 | 3.06012e-07 | 4856.494142 |  -5680.256472  |
| 0.5861 | 1.54829e-06 |   3.06e-07  | 4856.616090 |  -5689.000155  |
| 0.5862 |  1.5477e-06 | 3.05988e-07 | 4856.737584 |  -5697.745438  |
| 0.5863 | 1.54711e-06 | 3.05975e-07 | 4856.858623 |  -5706.491906  |
| 0.5864 | 1.54653e-06 | 3.05963e-07 | 4856.979208 |  -5715.240808  |
| 0.5865 | 1.54594e-06 |  3.0595e-07 | 4857.099338 |  -5723.990902  |
| 0.5866 | 1.54535e-06 | 3.05938e-07 | 4857.219014 |  -5732.743434  |
| 0.5867 | 1.54477e-06 | 3.05926e-07 | 4857.338235 |  -5741.497577  |
| 0.5868 | 1.54418e-06 | 3.05913e-07 | 4857.457002 |  -5750.253333  |
| 0.5869 | 1.54359e-06 | 3.05901e-07 | 4857.575314 |  -5759.011121  |
| 0.587  |  1.543e-06  | 3.05888e-07 | 4857.693172 |  -5767.770527  |
| 0.5871 | 1.54241e-06 | 3.05876e-07 | 4857.810574 |  -5776.531969  |
| 0.5872 | 1.54183e-06 | 3.05864e-07 | 4857.927523 |  -5785.294619  |
| 0.5873 | 1.54124e-06 | 3.05851e-07 | 4858.044016 |  -5794.060141  |
| 0.5874 | 1.54065e-06 | 3.05839e-07 | 4858.160055 |  -5802.826044  |
| 0.5875 | 1.54006e-06 | 3.05827e-07 | 4858.275639 |  -5811.593994  |
| 0.5876 | 1.53947e-06 | 3.05814e-07 | 4858.390769 |  -5820.364824  |
| 0.5877 | 1.53888e-06 | 3.05802e-07 | 4858.505443 |  -5829.136873  |
| 0.5878 | 1.53829e-06 | 3.05789e-07 | 4858.619663 |  -5837.910977  |
| 0.5879 |  1.5377e-06 | 3.05777e-07 | 4858.733428 |  -5846.686305  |
| 0.588  | 1.53711e-06 | 3.05765e-07 | 4858.846738 |  -5855.463276  |
| 0.5881 | 1.53652e-06 | 3.05752e-07 | 4858.959594 |  -5864.242308  |
| 0.5882 | 1.53593e-06 |  3.0574e-07 | 4859.071994 |  -5873.022987  |
| 0.5883 | 1.53534e-06 | 3.05728e-07 | 4859.183940 |  -5881.805733  |
| 0.5884 | 1.53475e-06 | 3.05715e-07 | 4859.295431 |  -5890.589716  |
| 0.5885 | 1.53416e-06 | 3.05703e-07 | 4859.406467 |  -5899.375770  |
| 0.5886 | 1.53357e-06 | 3.05691e-07 | 4859.517048 |  -5908.164314  |
| 0.5887 | 1.53298e-06 | 3.05678e-07 | 4859.627174 |  -5916.954102  |
| 0.5888 | 1.53239e-06 | 3.05666e-07 | 4859.736845 |  -5925.745553  |
| 0.5889 |  1.5318e-06 | 3.05653e-07 | 4859.846061 |  -5934.538252  |
| 0.589  | 1.53121e-06 | 3.05641e-07 | 4859.954823 |  -5943.333452  |
| 0.5891 | 1.53062e-06 | 3.05629e-07 | 4860.063129 |  -5952.130322  |
| 0.5892 | 1.53003e-06 | 3.05616e-07 | 4860.170980 |  -5960.928447  |
| 0.5893 | 1.52943e-06 | 3.05604e-07 | 4860.278376 |  -5969.729081  |
| 0.5894 | 1.52884e-06 | 3.05592e-07 | 4860.385317 |  -5978.531393  |
| 0.5895 | 1.52825e-06 | 3.05579e-07 | 4860.491803 |  -5987.334133  |
| 0.5896 | 1.52766e-06 | 3.05567e-07 | 4860.597834 |  -5996.139807  |
| 0.5897 | 1.52707e-06 | 3.05555e-07 | 4860.703410 |  -6004.946748  |
| 0.5898 | 1.52647e-06 | 3.05542e-07 | 4860.808531 |  -6013.756211  |
| 0.5899 | 1.52588e-06 |  3.0553e-07 | 4860.913196 |  -6022.566946  |
|  0.59  | 1.52529e-06 | 3.05518e-07 | 4861.017407 |  -6031.378957  |
| 0.5901 |  1.5247e-06 | 3.05505e-07 | 4861.121162 |  -6040.193497  |
| 0.5902 |  1.5241e-06 | 3.05493e-07 | 4861.224462 |  -6049.008899  |
| 0.5903 | 1.52351e-06 | 3.05481e-07 | 4861.327307 |  -6057.826418  |
| 0.5904 | 1.52292e-06 | 3.05468e-07 | 4861.429697 |  -6066.646475  |
| 0.5905 | 1.52232e-06 | 3.05456e-07 | 4861.531631 |  -6075.467401  |
| 0.5906 | 1.52173e-06 | 3.05444e-07 | 4861.633111 |  -6084.290034  |
| 0.5907 | 1.52114e-06 | 3.05431e-07 | 4861.734135 |  -6093.114795  |
| 0.5908 | 1.52054e-06 | 3.05419e-07 | 4861.834703 |  -6101.940850  |
| 0.5909 | 1.51995e-06 | 3.05407e-07 | 4861.934817 |  -6110.768619  |
| 0.591  | 1.51935e-06 | 3.05394e-07 | 4862.034475 |  -6119.598524  |
| 0.5911 | 1.51876e-06 | 3.05382e-07 | 4862.133678 |  -6128.430148  |
| 0.5912 | 1.51816e-06 |  3.0537e-07 | 4862.232426 |  -6137.263494  |
| 0.5913 | 1.51757e-06 | 3.05357e-07 | 4862.330718 |  -6146.098565  |
| 0.5914 | 1.51697e-06 | 3.05345e-07 | 4862.428555 |  -6154.934945  |
| 0.5915 | 1.51638e-06 | 3.05333e-07 | 4862.525937 |  -6163.773473  |
| 0.5916 | 1.51578e-06 | 3.05321e-07 | 4862.622863 |  -6172.612896  |
| 0.5917 | 1.51519e-06 | 3.05308e-07 | 4862.719334 |  -6181.454472  |
| 0.5918 | 1.51459e-06 | 3.05296e-07 | 4862.815350 |  -6190.298622  |
| 0.5919 |  1.514e-06  | 3.05284e-07 | 4862.910910 |  -6199.143257  |
| 0.592  |  1.5134e-06 | 3.05271e-07 | 4863.006015 |  -6207.990051  |
| 0.5921 | 1.51281e-06 | 3.05259e-07 | 4863.100664 |  -6216.838172  |
| 0.5922 | 1.51221e-06 | 3.05247e-07 | 4863.194858 |  -6225.689296  |
| 0.5923 | 1.51161e-06 | 3.05234e-07 | 4863.288596 |  -6234.541332  |
| 0.5924 | 1.51102e-06 | 3.05222e-07 | 4863.381880 |  -6243.394283  |
| 0.5925 | 1.51042e-06 |  3.0521e-07 | 4863.474707 |  -6252.248988  |
| 0.5926 | 1.50982e-06 | 3.05198e-07 | 4863.567079 |  -6261.107126  |
| 0.5927 | 1.50923e-06 | 3.05185e-07 | 4863.658996 |  -6269.965348  |
| 0.5928 | 1.50863e-06 | 3.05173e-07 | 4863.750457 |  -6278.826170  |
| 0.5929 | 1.50803e-06 | 3.05161e-07 | 4863.841463 |  -6287.688338  |
| 0.593  | 1.50743e-06 | 3.05148e-07 | 4863.932013 |  -6296.552273  |
| 0.5931 | 1.50684e-06 | 3.05136e-07 | 4864.022108 |  -6305.417139  |
| 0.5932 | 1.50624e-06 | 3.05124e-07 | 4864.111747 |  -6314.284197  |
| 0.5933 | 1.50564e-06 | 3.05111e-07 | 4864.200931 |  -6323.153029  |
| 0.5934 | 1.50504e-06 | 3.05099e-07 | 4864.289659 |  -6332.024058  |
| 0.5935 | 1.50445e-06 | 3.05087e-07 | 4864.377932 |  -6340.896028  |
| 0.5936 | 1.50385e-06 | 3.05075e-07 | 4864.465749 |  -6349.770200  |
| 0.5937 | 1.50325e-06 | 3.05062e-07 | 4864.553110 |  -6358.644898  |
| 0.5938 | 1.50265e-06 |  3.0505e-07 | 4864.640016 |  -6367.522642  |
| 0.5939 | 1.50205e-06 | 3.05038e-07 | 4864.726467 |  -6376.401337  |
| 0.594  | 1.50145e-06 | 3.05026e-07 | 4864.812462 |  -6385.282243  |
| 0.5941 | 1.50085e-06 | 3.05013e-07 | 4864.898001 |  -6394.164106  |
| 0.5942 | 1.50025e-06 | 3.05001e-07 | 4864.983084 |  -6403.048185  |
| 0.5943 | 1.49965e-06 | 3.04989e-07 | 4865.067712 |  -6411.933645  |
| 0.5944 | 1.49906e-06 | 3.04976e-07 | 4865.151885 |  -6420.821327  |
| 0.5945 | 1.49846e-06 | 3.04964e-07 | 4865.235602 |  -6429.709554  |
| 0.5946 | 1.49786e-06 | 3.04952e-07 | 4865.318863 |  -6438.600008  |
| 0.5947 | 1.49726e-06 |  3.0494e-07 | 4865.401669 |  -6447.492273  |
| 0.5948 | 1.49666e-06 | 3.04927e-07 | 4865.484019 |  -6456.386350  |
| 0.5949 | 1.49606e-06 | 3.04915e-07 | 4865.565913 |  -6465.281823  |
| 0.595  | 1.49546e-06 | 3.04903e-07 | 4865.647352 |  -6474.179113  |
| 0.5951 | 1.49485e-06 | 3.04891e-07 | 4865.728335 |  -6483.077382  |
| 0.5952 | 1.49425e-06 | 3.04878e-07 | 4865.808862 |  -6491.977895  |
| 0.5953 | 1.49365e-06 | 3.04866e-07 | 4865.888934 |  -6500.879812  |
| 0.5954 | 1.49305e-06 | 3.04854e-07 | 4865.968550 |  -6509.783978  |
| 0.5955 | 1.49245e-06 | 3.04842e-07 | 4866.047711 |  -6518.688713  |
| 0.5956 | 1.49185e-06 | 3.04829e-07 | 4866.126415 |  -6527.595701  |
| 0.5957 | 1.49125e-06 | 3.04817e-07 | 4866.204665 |  -6536.504103  |
| 0.5958 | 1.49065e-06 | 3.04805e-07 | 4866.282458 |  -6545.414765  |
| 0.5959 | 1.49004e-06 | 3.04793e-07 | 4866.359796 |  -6554.326425  |
| 0.596  | 1.48944e-06 |  3.0478e-07 | 4866.436678 |  -6563.239928  |
| 0.5961 | 1.48884e-06 | 3.04768e-07 | 4866.513105 |  -6572.154435  |
| 0.5962 | 1.48824e-06 | 3.04756e-07 | 4866.589076 |  -6581.072054  |
| 0.5963 | 1.48764e-06 | 3.04744e-07 | 4866.664591 |  -6589.989838  |
| 0.5964 | 1.48703e-06 | 3.04731e-07 | 4866.739650 |  -6598.909897  |
| 0.5965 | 1.48643e-06 | 3.04719e-07 | 4866.814254 |  -6607.831812  |
| 0.5966 | 1.48583e-06 | 3.04707e-07 | 4866.888402 |  -6616.755586  |
| 0.5967 | 1.48523e-06 | 3.04695e-07 | 4866.962094 |  -6625.679956  |
| 0.5968 | 1.48462e-06 | 3.04683e-07 | 4867.035331 |  -6634.606611  |
| 0.5969 | 1.48402e-06 |  3.0467e-07 | 4867.108112 |  -6643.534711  |
| 0.597  | 1.48342e-06 | 3.04658e-07 | 4867.180438 |  -6652.464680  |
| 0.5971 | 1.48281e-06 | 3.04646e-07 | 4867.252307 |  -6661.394833  |
| 0.5972 | 1.48221e-06 | 3.04634e-07 | 4867.323721 |  -6670.328546  |
| 0.5973 |  1.4816e-06 | 3.04621e-07 | 4867.394679 |  -6679.263293  |
| 0.5974 |  1.481e-06  | 3.04609e-07 | 4867.465182 |  -6688.199074  |
| 0.5975 |  1.4804e-06 | 3.04597e-07 | 4867.535229 |  -6697.136737  |
| 0.5976 | 1.47979e-06 | 3.04585e-07 | 4867.604820 |  -6706.076284  |
| 0.5977 | 1.47919e-06 | 3.04573e-07 | 4867.673956 |  -6715.016874  |
| 0.5978 | 1.47858e-06 |  3.0456e-07 | 4867.742635 |  -6723.959775  |
| 0.5979 | 1.47798e-06 | 3.04548e-07 | 4867.810860 |  -6732.903723  |
| 0.598  | 1.47737e-06 | 3.04536e-07 | 4867.878628 |  -6741.849565  |
| 0.5981 | 1.47677e-06 | 3.04524e-07 | 4867.945941 |  -6750.796882  |
| 0.5982 | 1.47616e-06 | 3.04512e-07 | 4868.012798 |  -6759.745676  |
| 0.5983 | 1.47556e-06 | 3.04499e-07 | 4868.079199 |  -6768.696795  |
| 0.5984 | 1.47495e-06 | 3.04487e-07 | 4868.145145 |  -6777.648550  |
| 0.5985 | 1.47435e-06 | 3.04475e-07 | 4868.210635 |  -6786.602635  |
| 0.5986 | 1.47374e-06 | 3.04463e-07 | 4868.275669 |  -6795.556940  |
| 0.5987 | 1.47314e-06 | 3.04451e-07 | 4868.340248 |  -6804.514002  |
| 0.5988 | 1.47253e-06 | 3.04438e-07 | 4868.404371 |  -6813.472979  |
| 0.5989 | 1.47192e-06 | 3.04426e-07 | 4868.468038 |  -6822.432182  |
| 0.599  | 1.47132e-06 | 3.04414e-07 | 4868.531250 |  -6831.394574  |
| 0.5991 | 1.47071e-06 | 3.04402e-07 | 4868.594006 |  -6840.357196  |
| 0.5992 |  1.4701e-06 |  3.0439e-07 | 4868.656306 |  -6849.321321  |
| 0.5993 |  1.4695e-06 | 3.04377e-07 | 4868.718151 |  -6858.288220  |
| 0.5994 | 1.46889e-06 | 3.04365e-07 | 4868.779540 |  -6867.256202  |
| 0.5995 | 1.46828e-06 | 3.04353e-07 | 4868.840473 |  -6876.225695  |
| 0.5996 | 1.46768e-06 | 3.04341e-07 | 4868.900951 |  -6885.196276  |
| 0.5997 | 1.46707e-06 | 3.04329e-07 | 4868.960973 |  -6894.169219  |
| 0.5998 | 1.46646e-06 | 3.04317e-07 | 4869.020540 |  -6903.142833  |
| 0.5999 | 1.46585e-06 | 3.04304e-07 | 4869.079650 |  -6912.119236  |
|  0.6   | 1.46525e-06 | 3.04292e-07 | 4869.138306 |  -6921.095891  |
| 0.6001 | 1.46464e-06 |  3.0428e-07 | 4869.196505 |  -6930.074919  |
| 0.6002 | 1.46403e-06 | 3.04268e-07 | 4869.254249 |  -6939.055050  |
| 0.6003 | 1.46342e-06 | 3.04256e-07 | 4869.311537 |  -6948.037134  |
| 0.6004 | 1.46281e-06 | 3.04244e-07 | 4869.368370 |  -6957.019904  |
| 0.6005 |  1.4622e-06 | 3.04231e-07 | 4869.424747 |  -6966.005480  |
| 0.6006 |  1.4616e-06 | 3.04219e-07 | 4869.480669 |  -6974.991746  |
| 0.6007 | 1.46099e-06 | 3.04207e-07 | 4869.536135 |  -6983.979975  |
| 0.6008 | 1.46038e-06 | 3.04195e-07 | 4869.591146 |  -6992.969324  |
| 0.6009 | 1.45977e-06 | 3.04183e-07 | 4869.645700 |  -7001.960641  |
| 0.601  | 1.45916e-06 | 3.04171e-07 | 4869.699800 |  -7010.952658  |
| 0.6011 | 1.45855e-06 | 3.04158e-07 | 4869.753444 |  -7019.947073  |
| 0.6012 | 1.45794e-06 | 3.04146e-07 | 4869.806632 |  -7028.943041  |
| 0.6013 | 1.45733e-06 | 3.04134e-07 | 4869.859365 |  -7037.940564  |
| 0.6014 | 1.45672e-06 | 3.04122e-07 | 4869.911642 |  -7046.939221  |
| 0.6015 | 1.45611e-06 |  3.0411e-07 | 4869.963463 |  -7055.939862  |
| 0.6016 |  1.4555e-06 | 3.04098e-07 | 4870.014830 |  -7064.941217  |
| 0.6017 | 1.45489e-06 | 3.04086e-07 | 4870.065740 |  -7073.944137  |
| 0.6018 | 1.45428e-06 | 3.04073e-07 | 4870.116195 |  -7082.949475  |
| 0.6019 | 1.45367e-06 | 3.04061e-07 | 4870.166195 |  -7091.955959  |
| 0.602  | 1.45306e-06 | 3.04049e-07 | 4870.215739 |  -7100.964440  |
| 0.6021 | 1.45245e-06 | 3.04037e-07 | 4870.264828 |  -7109.973222  |
| 0.6022 | 1.45184e-06 | 3.04025e-07 | 4870.313461 |  -7118.984432  |
| 0.6023 | 1.45123e-06 | 3.04013e-07 | 4870.361639 |  -7127.996373  |
| 0.6024 | 1.45062e-06 | 3.04001e-07 | 4870.409362 |  -7137.010747  |
| 0.6025 |   1.45e-06  | 3.03988e-07 | 4870.456628 |  -7146.026282  |
| 0.6026 | 1.44939e-06 | 3.03976e-07 | 4870.503440 |  -7155.043405  |
| 0.6027 | 1.44878e-06 | 3.03964e-07 | 4870.549796 |  -7164.061268  |
| 0.6028 | 1.44817e-06 | 3.03952e-07 | 4870.595697 |  -7173.082427  |
| 0.6029 | 1.44756e-06 |  3.0394e-07 | 4870.641142 |  -7182.103054  |
| 0.603  | 1.44695e-06 | 3.03928e-07 | 4870.686132 |  -7191.126130  |
| 0.6031 | 1.44633e-06 | 3.03916e-07 | 4870.730667 |  -7200.150808  |
| 0.6032 | 1.44572e-06 | 3.03904e-07 | 4870.774746 |  -7209.176663  |
| 0.6033 | 1.44511e-06 | 3.03891e-07 | 4870.818371 |  -7218.204125  |
| 0.6034 |  1.4445e-06 | 3.03879e-07 | 4870.861539 |  -7227.233195  |
| 0.6035 | 1.44388e-06 | 3.03867e-07 | 4870.904253 |  -7236.264303  |
| 0.6036 | 1.44327e-06 | 3.03855e-07 | 4870.946511 |  -7245.296598  |
| 0.6037 | 1.44266e-06 | 3.03843e-07 | 4870.988313 |  -7254.329233  |
| 0.6038 | 1.44204e-06 | 3.03831e-07 | 4871.029661 |  -7263.364338  |
| 0.6039 | 1.44143e-06 | 3.03819e-07 | 4871.070553 |  -7272.400638  |
| 0.604  | 1.44082e-06 | 3.03807e-07 | 4871.110990 |  -7281.438989  |
| 0.6041 |  1.4402e-06 | 3.03795e-07 | 4871.150972 |  -7290.477688  |
| 0.6042 | 1.43959e-06 | 3.03783e-07 | 4871.190499 |  -7299.518442  |
| 0.6043 | 1.43898e-06 |  3.0377e-07 | 4871.229570 |  -7308.561254  |
| 0.6044 | 1.43836e-06 | 3.03758e-07 | 4871.268186 |  -7317.605274  |
| 0.6045 | 1.43775e-06 | 3.03746e-07 | 4871.306347 |  -7326.650079  |
| 0.6046 | 1.43713e-06 | 3.03734e-07 | 4871.344053 |  -7335.697376  |
| 0.6047 | 1.43652e-06 | 3.03722e-07 | 4871.381304 |  -7344.745461  |
| 0.6048 |  1.4359e-06 |  3.0371e-07 | 4871.418099 |  -7353.794765  |
| 0.6049 | 1.43529e-06 | 3.03698e-07 | 4871.454440 |  -7362.846569  |
| 0.605  | 1.43468e-06 | 3.03686e-07 | 4871.490325 |  -7371.899170  |
| 0.6051 | 1.43406e-06 | 3.03674e-07 | 4871.525756 |  -7380.952996  |
| 0.6052 | 1.43345e-06 | 3.03662e-07 | 4871.560731 |  -7390.008050  |
| 0.6053 | 1.43283e-06 |  3.0365e-07 | 4871.595251 |  -7399.065616  |
| 0.6054 | 1.43221e-06 | 3.03637e-07 | 4871.629316 |  -7408.123987  |
| 0.6055 |  1.4316e-06 | 3.03625e-07 | 4871.662926 |  -7417.183594  |
| 0.6056 | 1.43098e-06 | 3.03613e-07 | 4871.696082 |  -7426.244866  |
| 0.6057 | 1.43037e-06 | 3.03601e-07 | 4871.728782 |  -7435.307806  |
| 0.6058 | 1.42975e-06 | 3.03589e-07 | 4871.761027 |  -7444.371134  |
| 0.6059 | 1.42914e-06 | 3.03577e-07 | 4871.792817 |  -7453.437845  |
| 0.606  | 1.42852e-06 | 3.03565e-07 | 4871.824153 |  -7462.505376  |
| 0.6061 |  1.4279e-06 | 3.03553e-07 | 4871.855033 |  -7471.573303  |
| 0.6062 | 1.42729e-06 | 3.03541e-07 | 4871.885459 |  -7480.643338  |
| 0.6063 | 1.42667e-06 | 3.03529e-07 | 4871.915429 |  -7489.714629  |
| 0.6064 | 1.42605e-06 | 3.03517e-07 | 4871.944945 |  -7498.787606  |
| 0.6065 | 1.42544e-06 | 3.03505e-07 | 4871.974006 |  -7507.861843  |
| 0.6066 | 1.42482e-06 | 3.03493e-07 | 4872.002613 |  -7516.937344  |
| 0.6067 |  1.4242e-06 | 3.03481e-07 | 4872.030764 |  -7526.014538  |
| 0.6068 | 1.42358e-06 | 3.03469e-07 | 4872.058461 |  -7535.093857  |
| 0.6069 | 1.42297e-06 | 3.03457e-07 | 4872.085702 |  -7544.173161  |
| 0.607  | 1.42235e-06 | 3.03444e-07 | 4872.112490 |  -7553.255024  |
| 0.6071 | 1.42173e-06 | 3.03432e-07 | 4872.138822 |  -7562.338163  |
| 0.6072 | 1.42111e-06 |  3.0342e-07 | 4872.164700 |  -7571.422151  |
| 0.6073 |  1.4205e-06 | 3.03408e-07 | 4872.190123 |  -7580.507849  |
| 0.6074 | 1.41988e-06 | 3.03396e-07 | 4872.215091 |  -7589.594830  |
| 0.6075 | 1.41926e-06 | 3.03384e-07 | 4872.239605 |  -7598.683097  |
| 0.6076 | 1.41864e-06 | 3.03372e-07 | 4872.263664 |  -7607.773509  |
| 0.6077 | 1.41802e-06 |  3.0336e-07 | 4872.287269 |  -7616.864356  |
| 0.6078 |  1.4174e-06 | 3.03348e-07 | 4872.310419 |  -7625.957353  |
| 0.6079 | 1.41679e-06 | 3.03336e-07 | 4872.333114 |  -7635.051217  |
| 0.608  | 1.41617e-06 | 3.03324e-07 | 4872.355355 |  -7644.146808  |
| 0.6081 | 1.41555e-06 | 3.03312e-07 | 4872.377142 |  -7653.243701  |
| 0.6082 | 1.41493e-06 |  3.033e-07  | 4872.398474 |  -7662.342326  |
| 0.6083 | 1.41431e-06 | 3.03288e-07 | 4872.419351 |  -7671.441829  |
| 0.6084 | 1.41369e-06 | 3.03276e-07 | 4872.439774 |  -7680.543069  |
| 0.6085 | 1.41307e-06 | 3.03264e-07 | 4872.459743 |  -7689.645620  |
| 0.6086 | 1.41245e-06 | 3.03252e-07 | 4872.479257 |  -7698.749056  |
| 0.6087 | 1.41183e-06 |  3.0324e-07 | 4872.498317 |  -7707.855096  |
| 0.6088 | 1.41121e-06 | 3.03228e-07 | 4872.516923 |  -7716.961596  |
| 0.6089 | 1.41059e-06 | 3.03216e-07 | 4872.535074 |  -7726.069847  |
| 0.609  | 1.40997e-06 | 3.03204e-07 | 4872.552771 |  -7735.178993  |
| 0.6091 | 1.40935e-06 | 3.03192e-07 | 4872.570014 |  -7744.289894  |
| 0.6092 | 1.40873e-06 |  3.0318e-07 | 4872.586802 |  -7753.401695  |
| 0.6093 | 1.40811e-06 | 3.03168e-07 | 4872.603137 |  -7762.516116  |
| 0.6094 | 1.40749e-06 | 3.03156e-07 | 4872.619017 |  -7771.631012  |
| 0.6095 | 1.40687e-06 | 3.03144e-07 | 4872.634443 |  -7780.747245  |
| 0.6096 | 1.40625e-06 | 3.03132e-07 | 4872.649414 |  -7789.864817  |
| 0.6097 | 1.40563e-06 |  3.0312e-07 | 4872.663932 |  -7798.983730  |
| 0.6098 |  1.405e-06  | 3.03108e-07 | 4872.677996 |  -7808.103988  |
